Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CC_ServiceSplitTendetTestSuite,Firefox 56.0,,2017-11-25 00:00:26,2017-11-25 00:22:50,22m - 23.922s,FAILED
,,,,,,
Test Cases/Service/CreditCardRegression/TC002_Service_CreditCardSplitTender - Iteration 1,Firefox 56.0,,2017-11-25 00:00:27,2017-11-25 00:10:41,10m - 14.277s,FAILED
callTestCase,Firefox 56.0,,2017-11-25 00:00:27,2017-11-25 00:01:38,1m - 10.512s,PASSED
callTestCase,Firefox 56.0,,2017-11-25 00:01:38,2017-11-25 00:02:04,26.237s,PASSED
callTestCase,Firefox 56.0,,2017-11-25 00:02:04,2017-11-25 00:02:41,36.366s,PASSED
callTestCase,Firefox 56.0,,2017-11-25 00:02:41,2017-11-25 00:06:45,4m - 4.695s,FAILED
callTestCase,Firefox 56.0,,2017-11-25 00:06:45,2017-11-25 00:08:30,1m - 44.864s,FAILED
callTestCase,Firefox 56.0,,2017-11-25 00:08:30,2017-11-25 00:10:41,2m - 10.689s,FAILED
,,,,,,
Test Cases/Service/CreditCardRegression/TC002_Service_CreditCardSplitTender - Iteration 2,Firefox 56.0,,2017-11-25 00:10:41,2017-11-25 00:22:50,12m - 9.082s,FAILED
callTestCase,Firefox 56.0,,2017-11-25 00:10:41,2017-11-25 00:11:31,49.745s,PASSED
callTestCase,Firefox 56.0,,2017-11-25 00:11:31,2017-11-25 00:11:55,24.471s,PASSED
callTestCase,Firefox 56.0,,2017-11-25 00:11:55,2017-11-25 00:12:31,35.601s,PASSED
callTestCase,Firefox 56.0,,2017-11-25 00:12:31,2017-11-25 00:19:02,6m - 31.592s,FAILED
callTestCase,Firefox 56.0,,2017-11-25 00:19:02,2017-11-25 00:20:48,1m - 45.830s,FAILED
callTestCase,Firefox 56.0,,2017-11-25 00:20:48,2017-11-25 00:22:50,2m - 1.819s,FAILED
