Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CC_PartsTestSuite,Chrome 61.0.3163.100,,2017-10-25 13:37:54,2017-10-25 13:42:17,4m - 23.232s,INCOMPLETE
,,,,,,
Test Cases/Parts/CreditCardRegression/TC001_Parts_CreditCard - Iteration 1,Chrome 61.0.3163.100,,2017-10-25 13:37:54,2017-10-25 13:41:24,3m - 29.556s,FAILED
callTestCase,Chrome 61.0.3163.100,,2017-10-25 13:37:55,2017-10-25 13:38:51,55.428s,PASSED
callTestCase,Chrome 61.0.3163.100,,2017-10-25 13:38:51,2017-10-25 13:39:21,30.797s,PASSED
callTestCase,Chrome 61.0.3163.100,,2017-10-25 13:39:21,2017-10-25 13:40:59,1m - 38.039s,FAILED
callTestCase,Chrome 61.0.3163.100,,2017-10-25 13:40:59,2017-10-25 13:41:24,24.372s,PASSED
,,,,,,
Test Cases/Parts/CreditCardRegression/TC001_Parts_CreditCard - Iteration 2,Chrome 61.0.3163.100,,2017-10-25 13:41:24,2017-10-25 13:42:17,53.179s,INCOMPLETE
callTestCase,Chrome 61.0.3163.100,,2017-10-25 13:41:24,2017-10-25 13:42:03,38.710s,PASSED
callTestCase,Chrome 61.0.3163.100,,2017-10-25 13:42:03,2017-10-25 13:42:17,14.443s,INCOMPLETE
