Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CC_RentalInvoicewithDiffGatewayTestSuite,Firefox 56.0,,2017-11-25 00:30:41,2017-11-25 01:22:45,52m - 3.205s,FAILED
,,,,,,
Test Cases/Rental/Base_RentalContract/CreditCardRegression/TC003_RentalContractInvoice_CC - Iteration 1,Firefox 56.0,,2017-11-25 00:30:42,2017-11-25 00:56:46,26m - 3.990s,FAILED
callTestCase,Firefox 56.0,,2017-11-25 00:30:43,2017-11-25 00:39:11,8m - 28.086s,FAILED
callTestCase,Firefox 56.0,,2017-11-25 00:39:11,2017-11-25 00:46:44,7m - 33.266s,FAILED
callTestCase,Firefox 56.0,,2017-11-25 00:46:44,2017-11-25 00:56:46,10m - 1.823s,FAILED
,,,,,,
Test Cases/Rental/Base_RentalContract/CreditCardRegression/TC003_RentalContractInvoice_CC - Iteration 2,Firefox 56.0,,2017-11-25 00:56:46,2017-11-25 01:22:44,25m - 58.241s,FAILED
callTestCase,Firefox 56.0,,2017-11-25 00:56:46,2017-11-25 01:05:11,8m - 24.668s,FAILED
callTestCase,Firefox 56.0,,2017-11-25 01:05:11,2017-11-25 01:12:43,7m - 32.365s,FAILED
callTestCase,Firefox 56.0,,2017-11-25 01:12:43,2017-11-25 01:22:44,10m - 1.168s,FAILED
