Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CC_EquipmentTestSuite,Firefox 43.0,,2017-11-14 15:17:08,2017-11-14 15:24:40,7m - 32.512s,INCOMPLETE
,,,,,,
Test Cases/Equipment/CreditCardRegression/TC001_EquipmentSalesAgreement_DiffGateway - Iteration 1,Firefox 43.0,,2017-11-14 15:17:08,2017-11-14 15:20:32,3m - 24.173s,FAILED
callTestCase,Firefox 43.0,Create a Unit For Sale through Purchase Order,2017-11-14 15:17:09,2017-11-14 15:18:36,1m - 26.718s,PASSED
callTestCase,Firefox 43.0,Create Equipment Agreement Header\r\n,2017-11-14 15:18:36,2017-11-14 15:19:20,43.931s,PASSED
callTestCase,Firefox 43.0,Add Line to Agreement,2017-11-14 15:19:20,2017-11-14 15:19:34,14.322s,PASSED
callTestCase,Firefox 43.0,Deliver the Unit,2017-11-14 15:19:34,2017-11-14 15:20:32,58.264s,FAILED
,,,,,,
Test Cases/Equipment/CreditCardRegression/TC001_EquipmentSalesAgreement_DiffGateway - Iteration 2,Firefox 43.0,,2017-11-14 15:20:32,2017-11-14 15:24:40,4m - 7.890s,INCOMPLETE
callTestCase,Firefox 43.0,Create a Unit For Sale through Purchase Order,2017-11-14 15:20:32,2017-11-14 15:21:57,1m - 24.423s,PASSED
callTestCase,Firefox 43.0,Create Equipment Agreement Header\r\n,2017-11-14 15:21:57,2017-11-14 15:22:38,41.395s,PASSED
callTestCase,Firefox 43.0,Add Line to Agreement,2017-11-14 15:22:38,2017-11-14 15:22:52,13.844s,PASSED
callTestCase,Firefox 43.0,Deliver the Unit,2017-11-14 15:22:52,2017-11-14 15:23:41,49.176s,PASSED
callTestCase,Firefox 43.0,Invoice the Agreement through CC Interface,2017-11-14 15:23:41,2017-11-14 15:24:25,44.024s,PASSED
callTestCase,Firefox 43.0,Get Invoice Details,2017-11-14 15:24:25,2017-11-14 15:24:40,14.980s,INCOMPLETE
