Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CC_RentalInvoice,Firefox 43.0,,2017-11-22 00:53:39,2017-11-22 01:47:56,54m - 16.853s,FAILED
,,,,,,
Test Cases/Rental/Base_RentalContract/CreditCardRegression/TC003_RentalContractInvoice_CC - Iteration 1,Firefox 43.0,,2017-11-22 00:53:40,2017-11-22 01:20:45,27m - 4.955s,FAILED
callTestCase,Firefox 43.0,,2017-11-22 00:53:41,2017-11-22 01:02:23,8m - 42.152s,FAILED
callTestCase,Firefox 43.0,,2017-11-22 01:02:23,2017-11-22 01:10:14,7m - 50.673s,FAILED
callTestCase,Firefox 43.0,,2017-11-22 01:10:14,2017-11-22 01:20:45,10m - 31.226s,FAILED
,,,,,,
Test Cases/Rental/Base_RentalContract/CreditCardRegression/TC003_RentalContractInvoice_CC - Iteration 2,Firefox 43.0,,2017-11-22 01:20:45,2017-11-22 01:47:54,27m - 9.312s,FAILED
callTestCase,Firefox 43.0,,2017-11-22 01:20:45,2017-11-22 01:29:29,8m - 43.837s,FAILED
callTestCase,Firefox 43.0,,2017-11-22 01:29:29,2017-11-22 01:37:23,7m - 54.701s,FAILED
callTestCase,Firefox 43.0,,2017-11-22 01:37:23,2017-11-22 01:47:54,10m - 30.743s,FAILED
