Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Test Cases/Parts/CreditCardRegression/TC001_Parts_CreditCard - Iteration 3,Firefox 43.0,"Test Case Objective: To verify credit card invoices with different gateways for parts module.\n\nPrerequisite:\nCredit Card Payment Gateway related setup should be done in the test company for all three Payment Gateways - FreedomPay, GlobalOnePay and JDF.In the 'Payment Gateway Details' (xiext6100m000) session, Business Parameter field should contain B. P. code.\n\nSteps:\n1. 'Create a Parts Sales Order with Mode of Payment - 'Credit Card'.\n2. Add Parts lines.\n3. Pick, Pack and Invoice the Order.\n4. Enter Credit Card details from data file with different Gateways\n5. Click 'Process' in the Credit Card Interface session.\n6. Verify the invoices in 'Open Entries'\n\nExpected Output:\nTwo invoices should get generated in the 'Open Entries' (tfacr2520m000) session - One against Order B.P. and one against Payment Gateway B.P. maintained in the 'Payment Gateway Details' (xiext6100m000) session. Invoice Balance for Invoice against Order B.P. should be $0.\n\nInputs Needed:\n1. BP\n2. Part\n4. Qty\n3. CC Gateway\n4. Card type\n5. CC no. \n6. CVV\n",2017-11-22 13:38:25,2017-11-22 13:42:06,3m - 40.926s,FAILED
callTestCase,Firefox 43.0,Create header with Credit Card\r\n,2017-11-22 13:38:25,2017-11-22 13:38:59,33.526s,PASSED
callTestCase,Firefox 43.0,Add a part line\r\n,2017-11-22 13:38:59,2017-11-22 13:39:27,27.904s,PASSED
callTestCase,Firefox 43.0,"Ship line, Invoice the Order using Credit card\r\n",2017-11-22 13:39:27,2017-11-22 13:42:06,2m - 39.469s,FAILED
,,,,,,
Test Cases/Parts/CreditCardRegression/TC002_Parts_CreditCard - Iteration 1,Firefox 43.0,,2017-11-22 13:42:06,2017-11-22 13:46:05,3m - 58.560s,PASSED
callTestCase,Firefox 43.0,Create Part Sales Order header with cc,2017-11-22 13:42:07,2017-11-22 13:42:44,37.842s,PASSED
callTestCase,Firefox 43.0,Add Line\r\n,2017-11-22 13:42:44,2017-11-22 13:43:11,26.960s,PASSED
callTestCase,Firefox 43.0,Invoice through Split Payment two cc and one cash\r\n,2017-11-22 13:43:11,2017-11-22 13:45:03,1m - 52.095s,PASSED
callTestCase,Firefox 43.0,Get Invoice Details\r\n,2017-11-22 13:45:03,2017-11-22 13:45:31,27.164s,PASSED
callTestCase,Firefox 43.0,Check invoices in Open Entries,2017-11-22 13:45:31,2017-11-22 13:46:05,34.202s,PASSED
,,,,,,
Test Cases/Parts/CreditCardRegression/TC002_Parts_CreditCard - Iteration 2,Firefox 43.0,,2017-11-22 13:46:05,2017-11-22 13:48:41,2m - 36.081s,FAILED
callTestCase,Firefox 43.0,Create Part Sales Order header with cc,2017-11-22 13:46:05,2017-11-22 13:46:38,32.818s,PASSED
callTestCase,Firefox 43.0,Add Line\r\n,2017-11-22 13:46:38,2017-11-22 13:47:05,26.893s,PASSED
callTestCase,Firefox 43.0,Invoice through Split Payment two cc and one cash\r\n,2017-11-22 13:47:05,2017-11-22 13:48:41,1m - 36.336s,FAILED
