Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CC_EquipmentTestSuite,Firefox 43.0,,2017-11-22 00:37:12,2017-11-22 00:53:11,15m - 59.429s,PASSED
,,,,,,
Test Cases/Equipment/CreditCardRegression/TC001_EquipmentSalesAgreement_DiffGateway - Iteration 1,Firefox 43.0,Objective: Equipment Credit Card Sales Invoicing with different gateways\n\nSteps:\n1. 'Book an Equipment Order with Mode of Payment - 'Credit Card'.\n2. Add a configuration \n3. Confirm the delivery.\n4. Invoice the Order with Credit card\n\nExpected:\nTwo invoices should get generated in the 'Open Entries' (tfacr2520m000) session - One against Order B.P. and one against Payment Gateway B.P. maintained in the 'Payment Gateway Details' (xiext6100m000) session. Invoice Balance for Invoice against Order B.P. should be $0.,2017-11-22 00:37:12,2017-11-22 00:42:39,5m - 27.176s,PASSED
callTestCase,Firefox 43.0,Create a Unit For Sale through Purchase Order,2017-11-22 00:37:13,2017-11-22 00:38:51,1m - 37.690s,PASSED
callTestCase,Firefox 43.0,Create Equipment Agreement Header\r\n,2017-11-22 00:38:51,2017-11-22 00:39:38,47.256s,PASSED
callTestCase,Firefox 43.0,Add Line to Agreement,2017-11-22 00:39:38,2017-11-22 00:39:53,15.288s,PASSED
callTestCase,Firefox 43.0,Deliver the Unit,2017-11-22 00:39:53,2017-11-22 00:41:01,1m - 7.827s,PASSED
callTestCase,Firefox 43.0,Invoice the Agreement through CC Interface,2017-11-22 00:41:01,2017-11-22 00:41:44,42.771s,PASSED
callTestCase,Firefox 43.0,Get Invoice Details,2017-11-22 00:41:44,2017-11-22 00:42:07,22.756s,PASSED
callTestCase,Firefox 43.0,Check the invoices in Open Entries\r\n,2017-11-22 00:42:07,2017-11-22 00:42:39,32.517s,PASSED
,,,,,,
Test Cases/Equipment/CreditCardRegression/TC001_EquipmentSalesAgreement_DiffGateway - Iteration 2,Firefox 43.0,Objective: Equipment Credit Card Sales Invoicing with different gateways\n\nSteps:\n1. 'Book an Equipment Order with Mode of Payment - 'Credit Card'.\n2. Add a configuration \n3. Confirm the delivery.\n4. Invoice the Order with Credit card\n\nExpected:\nTwo invoices should get generated in the 'Open Entries' (tfacr2520m000) session - One against Order B.P. and one against Payment Gateway B.P. maintained in the 'Payment Gateway Details' (xiext6100m000) session. Invoice Balance for Invoice against Order B.P. should be $0.,2017-11-22 00:42:39,2017-11-22 00:47:25,4m - 45.856s,PASSED
callTestCase,Firefox 43.0,Create a Unit For Sale through Purchase Order,2017-11-22 00:42:39,2017-11-22 00:44:04,1m - 25.047s,PASSED
callTestCase,Firefox 43.0,Create Equipment Agreement Header\r\n,2017-11-22 00:44:04,2017-11-22 00:44:48,43.320s,PASSED
callTestCase,Firefox 43.0,Add Line to Agreement,2017-11-22 00:44:48,2017-11-22 00:45:01,13.557s,PASSED
callTestCase,Firefox 43.0,Deliver the Unit,2017-11-22 00:45:01,2017-11-22 00:45:51,49.600s,PASSED
callTestCase,Firefox 43.0,Invoice the Agreement through CC Interface,2017-11-22 00:45:51,2017-11-22 00:46:31,40.404s,PASSED
callTestCase,Firefox 43.0,Get Invoice Details,2017-11-22 00:46:31,2017-11-22 00:46:53,21.652s,PASSED
callTestCase,Firefox 43.0,Check the invoices in Open Entries\r\n,2017-11-22 00:46:53,2017-11-22 00:47:25,32.244s,PASSED
,,,,,,
Test Cases/Equipment/CreditCardRegression/TC002_EquipmentSalesAgreement_Split,Firefox 43.0,Objective: Equipment Credit Card Split Tender Invoicing \n\nSteps:\n1. 'Book a Equipment Agreement with Mode of Payment - 'Credit Card'.\n2. Add Unit\n3. Deliver the Unit\n4. Invoice the Order with Split tender:  two Credit Cards and one cash\n\nExpected Result:\nThree invoices should get generated in the 'Open Entries' (tfacr2520m000) session - One against Order B.P. and two against Payment Gateway B.P. maintained in the 'Payment Gateway Details' (xiext6100m000) session. Invoice Amount of Invoice against Order B.P. should be invoice amt of order and Invoice Balance should be equal to cash\n,2017-11-22 00:47:25,2017-11-22 00:53:11,5m - 45.833s,PASSED
callTestCase,Firefox 43.0,Create Unit through Purchase Order\r\n,2017-11-22 00:47:26,2017-11-22 00:48:49,1m - 23.715s,PASSED
callTestCase,Firefox 43.0,Create Sales Agreement Header,2017-11-22 00:48:49,2017-11-22 00:49:31,41.484s,PASSED
callTestCase,Firefox 43.0,Add Line to Agreement,2017-11-22 00:49:31,2017-11-22 00:49:44,13.525s,PASSED
callTestCase,Firefox 43.0,Deliver the Unit\r\n,2017-11-22 00:49:44,2017-11-22 00:50:34,49.252s,PASSED
callTestCase,Firefox 43.0,Invoice th Agreement with Split Payment: 2 CC's and remaining Cash,2017-11-22 00:50:34,2017-11-22 00:52:20,1m - 46.797s,PASSED
callTestCase,Firefox 43.0,Get The Invoice details\r\n,2017-11-22 00:52:20,2017-11-22 00:52:41,20.102s,PASSED
callTestCase,Firefox 43.0,Check invoices in open Entries,2017-11-22 00:52:41,2017-11-22 00:53:11,30.566s,PASSED
