Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CC_PartsTestSuite,Firefox 43.0,,2017-10-26 11:13:40,2017-10-26 11:23:47,10m - 6.651s,FAILED
,,,,,,
Test Cases/Parts/CreditCardRegression/TC001_Parts_CreditCard - Iteration 1,Firefox 43.0,,2017-10-26 11:13:41,2017-10-26 11:17:54,4m - 13.171s,FAILED
callTestCase,Firefox 43.0,,2017-10-26 11:13:42,2017-10-26 11:15:17,1m - 34.840s,PASSED
callTestCase,Firefox 43.0,,2017-10-26 11:15:17,2017-10-26 11:15:47,30.013s,PASSED
callTestCase,Firefox 43.0,,2017-10-26 11:15:47,2017-10-26 11:16:46,58.294s,PASSED
callTestCase,Firefox 43.0,,2017-10-26 11:16:46,2017-10-26 11:17:19,33.492s,PASSED
callTestCase,Firefox 43.0,,2017-10-26 11:17:19,2017-10-26 11:17:54,34.985s,FAILED
,,,,,,
Test Cases/Parts/CreditCardRegression/TC001_Parts_CreditCard - Iteration 2,Firefox 43.0,,2017-10-26 11:17:54,2017-10-26 11:20:36,2m - 41.797s,FAILED
callTestCase,Firefox 43.0,,2017-10-26 11:17:54,2017-10-26 11:18:29,34.388s,PASSED
callTestCase,Firefox 43.0,,2017-10-26 11:18:29,2017-10-26 11:18:56,27.759s,PASSED
callTestCase,Firefox 43.0,,2017-10-26 11:18:56,2017-10-26 11:19:38,42.009s,PASSED
callTestCase,Firefox 43.0,,2017-10-26 11:19:38,2017-10-26 11:20:03,24.215s,PASSED
callTestCase,Firefox 43.0,,2017-10-26 11:20:03,2017-10-26 11:20:36,33.374s,FAILED
,,,,,,
Test Cases/Parts/CreditCardRegression/TC001_Parts_CreditCard - Iteration 3,Firefox 43.0,,2017-10-26 11:20:36,2017-10-26 11:23:44,3m - 8.389s,FAILED
callTestCase,Firefox 43.0,,2017-10-26 11:20:36,2017-10-26 11:21:11,35.347s,PASSED
callTestCase,Firefox 43.0,,2017-10-26 11:21:11,2017-10-26 11:21:39,27.744s,PASSED
callTestCase,Firefox 43.0,,2017-10-26 11:21:39,2017-10-26 11:23:44,2m - 5.209s,FAILED
