Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CC_RentalInvoicewithSplitTenderTestSuite,Firefox 56.0,,2017-11-15 15:00:53,2017-11-15 15:11:43,10m - 49.428s,FAILED
,,,,,,
Test Cases/Rental/Base_RentalContract/CreditCardRegression/TC004_RentalContractInvoice_SplitTender - Iteration 1,Firefox 56.0,,2017-11-15 15:00:53,2017-11-15 15:06:20,5m - 26.909s,FAILED
callTestCase,Firefox 56.0,,2017-11-15 15:00:54,2017-11-15 15:02:20,1m - 25.402s,PASSED
callTestCase,Firefox 56.0,,2017-11-15 15:02:20,2017-11-15 15:05:36,3m - 16.118s,PASSED
callTestCase,Firefox 56.0,,2017-11-15 15:05:36,2017-11-15 15:06:20,44.629s,FAILED
,,,,,,
Test Cases/Rental/Base_RentalContract/CreditCardRegression/TC004_RentalContractInvoice_SplitTender - Iteration 2,Firefox 56.0,,2017-11-15 15:06:21,2017-11-15 15:11:41,5m - 20.982s,FAILED
callTestCase,Firefox 56.0,,2017-11-15 15:06:21,2017-11-15 15:07:46,1m - 25.408s,PASSED
callTestCase,Firefox 56.0,,2017-11-15 15:07:46,2017-11-15 15:10:57,3m - 11.069s,PASSED
callTestCase,Firefox 56.0,,2017-11-15 15:10:57,2017-11-15 15:11:41,44.487s,FAILED
