Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CC_RentalInvoicewithSplitTenderTestSuite,Firefox 56.0,,2017-11-17 15:07:38,2017-11-17 15:21:48,14m - 9.826s,INCOMPLETE
,,,,,,
Test Cases/Rental/Base_RentalContract/CreditCardRegression/TC004_RentalContractInvoice_SplitTender - Iteration 1,Firefox 56.0,,2017-11-17 15:07:38,2017-11-17 15:15:46,8m - 7.676s,FAILED
callTestCase,Firefox 56.0,,2017-11-17 15:07:39,2017-11-17 15:09:10,1m - 30.797s,PASSED
callTestCase,Firefox 56.0,,2017-11-17 15:09:10,2017-11-17 15:12:26,3m - 16.659s,PASSED
callTestCase,Firefox 56.0,,2017-11-17 15:12:26,2017-11-17 15:15:46,3m - 19.391s,FAILED
,,,,,,
Test Cases/Rental/Base_RentalContract/CreditCardRegression/TC004_RentalContractInvoice_SplitTender - Iteration 2,Firefox 56.0,,2017-11-17 15:15:46,2017-11-17 15:21:48,6m - 1.635s,INCOMPLETE
callTestCase,Firefox 56.0,,2017-11-17 15:15:46,2017-11-17 15:17:10,1m - 23.635s,PASSED
callTestCase,Firefox 56.0,,2017-11-17 15:17:10,2017-11-17 15:20:27,3m - 16.888s,PASSED
callTestCase,Firefox 56.0,,2017-11-17 15:20:27,2017-11-17 15:21:48,1m - 21.074s,INCOMPLETE
