Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CC_PartsTestSuite,Firefox 43.0,,2017-10-25 11:37:16,2017-10-25 11:50:30,13m - 14.251s,FAILED
,,,,,,
Test Cases/Parts/CreditCardRegression/TC001_Parts_CreditCard - Iteration 1,Firefox 43.0,,2017-10-25 11:37:16,2017-10-25 11:40:59,3m - 42.622s,FAILED
callTestCase,Firefox 43.0,,2017-10-25 11:37:17,2017-10-25 11:38:11,53.898s,PASSED
callTestCase,Firefox 43.0,,2017-10-25 11:38:11,2017-10-25 11:38:41,29.927s,PASSED
callTestCase,Firefox 43.0,,2017-10-25 11:38:41,2017-10-25 11:40:34,1m - 52.838s,FAILED
callTestCase,Firefox 43.0,,2017-10-25 11:40:34,2017-10-25 11:40:59,24.955s,PASSED
,,,,,,
Test Cases/Parts/CreditCardRegression/TC001_Parts_CreditCard - Iteration 2,Firefox 43.0,,2017-10-25 11:40:59,2017-10-25 11:47:01,6m - 2.148s,FAILED
callTestCase,Firefox 43.0,,2017-10-25 11:40:59,2017-10-25 11:41:38,38.928s,PASSED
callTestCase,Firefox 43.0,,2017-10-25 11:41:38,2017-10-25 11:42:08,30.154s,PASSED
callTestCase,Firefox 43.0,,2017-10-25 11:42:08,2017-10-25 11:46:37,4m - 28.936s,FAILED
callTestCase,Firefox 43.0,,2017-10-25 11:46:37,2017-10-25 11:47:01,24.073s,PASSED
,,,,,,
Test Cases/Parts/CreditCardRegression/TC001_Parts_CreditCard - Iteration 3,Firefox 43.0,,2017-10-25 11:47:01,2017-10-25 11:50:29,3m - 28.180s,FAILED
callTestCase,Firefox 43.0,,2017-10-25 11:47:01,2017-10-25 11:47:42,41.381s,PASSED
callTestCase,Firefox 43.0,,2017-10-25 11:47:42,2017-10-25 11:48:12,30.006s,PASSED
callTestCase,Firefox 43.0,,2017-10-25 11:48:12,2017-10-25 11:50:07,1m - 54.308s,FAILED
callTestCase,Firefox 43.0,,2017-10-25 11:50:07,2017-10-25 11:50:29,22.462s,PASSED
