Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CC_PartsTestSuite,Firefox 43.0,,2017-10-25 12:07:33,2017-10-25 12:11:17,3m - 44.064s,INCOMPLETE
,,,,,,
Test Cases/Parts/CreditCardRegression/TC001_Parts_CreditCard - Iteration 1,Firefox 43.0,,2017-10-25 12:07:33,2017-10-25 12:09:37,2m - 3.981s,FAILED
callTestCase,Firefox 43.0,,2017-10-25 12:07:34,2017-10-25 12:08:09,34.659s,PASSED
callTestCase,Firefox 43.0,,2017-10-25 12:08:09,2017-10-25 12:08:37,28.212s,PASSED
callTestCase,Firefox 43.0,,2017-10-25 12:08:37,2017-10-25 12:09:15,37.543s,FAILED
callTestCase,Firefox 43.0,,2017-10-25 12:09:15,2017-10-25 12:09:37,22.625s,PASSED
,,,,,,
Test Cases/Parts/CreditCardRegression/TC001_Parts_CreditCard - Iteration 2,Firefox 43.0,,2017-10-25 12:09:37,2017-10-25 12:11:17,1m - 39.603s,INCOMPLETE
callTestCase,Firefox 43.0,,2017-10-25 12:09:38,2017-10-25 12:10:12,34.920s,PASSED
callTestCase,Firefox 43.0,,2017-10-25 12:10:12,2017-10-25 12:10:40,27.884s,PASSED
callTestCase,Firefox 43.0,,2017-10-25 12:10:40,2017-10-25 12:11:17,36.760s,INCOMPLETE
