Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CC_ServiceSplitTendetTestSuite,Firefox 56.0,,2017-11-24 19:21:37,2017-11-24 19:40:31,18m - 53.856s,FAILED
,,,,,,
Test Cases/Service/CreditCardRegression/TC002_Service_CreditCardSplitTender - Iteration 1,Firefox 56.0,,2017-11-24 19:21:37,2017-11-24 19:28:01,6m - 23.581s,PASSED
callTestCase,Firefox 56.0,,2017-11-24 19:21:38,2017-11-24 19:23:07,1m - 28.707s,PASSED
callTestCase,Firefox 56.0,,2017-11-24 19:23:07,2017-11-24 19:23:33,26.103s,PASSED
callTestCase,Firefox 56.0,,2017-11-24 19:23:33,2017-11-24 19:24:09,35.878s,PASSED
callTestCase,Firefox 56.0,,2017-11-24 19:24:09,2017-11-24 19:27:14,3m - 5.572s,PASSED
callTestCase,Firefox 56.0,,2017-11-24 19:27:14,2017-11-24 19:27:24,10.027s,PASSED
callTestCase,Firefox 56.0,,2017-11-24 19:27:24,2017-11-24 19:28:01,36.279s,PASSED
,,,,,,
Test Cases/Service/CreditCardRegression/TC002_Service_CreditCardSplitTender - Iteration 2,Firefox 56.0,,2017-11-24 19:28:01,2017-11-24 19:40:30,12m - 29.689s,FAILED
callTestCase,Firefox 56.0,,2017-11-24 19:28:01,2017-11-24 19:28:55,54.241s,PASSED
callTestCase,Firefox 56.0,,2017-11-24 19:28:55,2017-11-24 19:29:19,24.382s,PASSED
callTestCase,Firefox 56.0,,2017-11-24 19:29:19,2017-11-24 19:29:55,35.466s,PASSED
callTestCase,Firefox 56.0,,2017-11-24 19:29:55,2017-11-24 19:36:28,6m - 32.870s,FAILED
callTestCase,Firefox 56.0,,2017-11-24 19:36:28,2017-11-24 19:38:14,1m - 45.922s,FAILED
callTestCase,Firefox 56.0,,2017-11-24 19:38:14,2017-11-24 19:40:30,2m - 16.759s,FAILED
