Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CC_EquipmentTestSuite,Firefox 43.0,,2017-12-06 14:48:40,2017-12-06 15:11:36,22m - 56.029s,FAILED
,,,,,,
Test Cases/Equipment/CreditCardRegression/TC001_EquipmentSalesAgreement_DiffGateway - Iteration 1,Firefox 43.0,Objective: Equipment Credit Card Sales Invoicing with different gateways\n\nSteps:\n1. 'Book an Equipment Order with Mode of Payment - 'Credit Card'.\n2. Add a configuration \n3. Confirm the delivery.\n4. Invoice the Order with Credit card\n\nExpected:\nTwo invoices should get generated in the 'Open Entries' (tfacr2520m000) session - One against Order B.P. and one against Payment Gateway B.P. maintained in the 'Payment Gateway Details' (xiext6100m000) session. Invoice Balance for Invoice against Order B.P. should be $0.,2017-12-06 14:48:40,2017-12-06 14:54:12,5m - 31.991s,PASSED
callTestCase,Firefox 43.0,Create a Unit For Sale through Purchase Order,2017-12-06 14:48:41,2017-12-06 14:50:35,1m - 53.601s,PASSED
callTestCase,Firefox 43.0,Create Equipment Agreement Header\r\n,2017-12-06 14:50:35,2017-12-06 14:51:21,46.285s,PASSED
callTestCase,Firefox 43.0,Add Line to Agreement,2017-12-06 14:51:21,2017-12-06 14:51:36,14.451s,PASSED
callTestCase,Firefox 43.0,Deliver the Unit,2017-12-06 14:51:36,2017-12-06 14:52:26,50.114s,PASSED
callTestCase,Firefox 43.0,Invoice the Agreement through CC Interface,2017-12-06 14:52:26,2017-12-06 14:53:09,43.133s,PASSED
callTestCase,Firefox 43.0,Get Invoice Details,2017-12-06 14:53:09,2017-12-06 14:53:38,28.837s,PASSED
callTestCase,Firefox 43.0,Check the invoices in Open Entries\r\n,2017-12-06 14:53:38,2017-12-06 14:54:12,34.649s,PASSED
,,,,,,
Test Cases/Equipment/CreditCardRegression/TC001_EquipmentSalesAgreement_DiffGateway - Iteration 2,Firefox 43.0,Objective: Equipment Credit Card Sales Invoicing with different gateways\n\nSteps:\n1. 'Book an Equipment Order with Mode of Payment - 'Credit Card'.\n2. Add a configuration \n3. Confirm the delivery.\n4. Invoice the Order with Credit card\n\nExpected:\nTwo invoices should get generated in the 'Open Entries' (tfacr2520m000) session - One against Order B.P. and one against Payment Gateway B.P. maintained in the 'Payment Gateway Details' (xiext6100m000) session. Invoice Balance for Invoice against Order B.P. should be $0.,2017-12-06 14:54:13,2017-12-06 14:59:03,4m - 50.660s,PASSED
callTestCase,Firefox 43.0,Create a Unit For Sale through Purchase Order,2017-12-06 14:54:13,2017-12-06 14:55:39,1m - 26.158s,PASSED
callTestCase,Firefox 43.0,Create Equipment Agreement Header\r\n,2017-12-06 14:55:39,2017-12-06 14:56:21,41.856s,PASSED
callTestCase,Firefox 43.0,Add Line to Agreement,2017-12-06 14:56:21,2017-12-06 14:56:35,14.169s,PASSED
callTestCase,Firefox 43.0,Deliver the Unit,2017-12-06 14:56:35,2017-12-06 14:57:24,49.710s,PASSED
callTestCase,Firefox 43.0,Invoice the Agreement through CC Interface,2017-12-06 14:57:24,2017-12-06 14:58:05,40.858s,PASSED
callTestCase,Firefox 43.0,Get Invoice Details,2017-12-06 14:58:05,2017-12-06 14:58:29,23.642s,PASSED
