Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CC_RentalInvoicewithSplitTenderTestSuite,Firefox 56.0,,2017-11-15 18:33:51,2017-11-15 18:53:48,19m - 57.623s,FAILED
,,,,,,
Test Cases/Rental/Base_RentalContract/CreditCardRegression/TC004_RentalContractInvoice_SplitTender - Iteration 1,Firefox 56.0,,2017-11-15 18:33:51,2017-11-15 18:43:05,9m - 13.648s,FAILED
callTestCase,Firefox 56.0,,2017-11-15 18:33:52,2017-11-15 18:35:22,1m - 29.547s,PASSED
callTestCase,Firefox 56.0,,2017-11-15 18:35:22,2017-11-15 18:38:33,3m - 11.000s,PASSED
callTestCase,Firefox 56.0,,2017-11-15 18:38:33,2017-11-15 18:43:05,4m - 32.204s,FAILED
,,,,,,
Test Cases/Rental/Base_RentalContract/CreditCardRegression/TC004_RentalContractInvoice_SplitTender - Iteration 2,Firefox 56.0,,2017-11-15 18:43:05,2017-11-15 18:53:48,10m - 42.753s,FAILED
callTestCase,Firefox 56.0,,2017-11-15 18:43:05,2017-11-15 18:44:29,1m - 24.258s,PASSED
callTestCase,Firefox 56.0,,2017-11-15 18:44:29,2017-11-15 18:47:38,3m - 8.514s,PASSED
callTestCase,Firefox 56.0,,2017-11-15 18:47:38,2017-11-15 18:53:48,6m - 9.968s,FAILED
