Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CC_PartsTestSuite,Firefox 43.0,,2017-12-05 10:49:59,2017-12-05 11:04:07,14m - 8.506s,INCOMPLETE
,,,,,,
Test Cases/Parts/CreditCardRegression/TC001_Parts_CreditCard - Iteration 1,Firefox 43.0,"Test Case Objective: To verify credit card invoices with different gateways for parts module.\n\nPrerequisite:\nCredit Card Payment Gateway related setup should be done in the test company for all three Payment Gateways - FreedomPay, GlobalOnePay and JDF.In the 'Payment Gateway Details' (xiext6100m000) session, Business Parameter field should contain B. P. code.\n\nSteps:\n1. 'Create a Parts Sales Order with Mode of Payment - 'Credit Card'.\n2. Add Parts lines.\n3. Pick, Pack and Invoice the Order.\n4. Enter Credit Card details from data file with different Gateways\n5. Click 'Process' in the Credit Card Interface session.\n6. Verify the invoices in 'Open Entries'\n\nExpected Output:\nTwo invoices should get generated in the 'Open Entries' (tfacr2520m000) session - One against Order B.P. and one against Payment Gateway B.P. maintained in the 'Payment Gateway Details' (xiext6100m000) session. Invoice Balance for Invoice against Order B.P. should be $0.\n\nInputs Needed:\n1. BP\n2. Part\n4. Qty\n3. CC Gateway\n4. Card type\n5. CC no. \n6. CVV\n",2017-12-05 10:49:59,2017-12-05 10:53:58,3m - 58.786s,PASSED
callTestCase,Firefox 43.0,Create header with Credit Card\r\n,2017-12-05 10:50:00,2017-12-05 10:51:08,1m - 8.302s,PASSED
callTestCase,Firefox 43.0,Add a part line\r\n,2017-12-05 10:51:08,2017-12-05 10:51:37,28.501s,PASSED
callTestCase,Firefox 43.0,"Ship line, Invoice the Order using Credit card\r\n",2017-12-05 10:51:37,2017-12-05 10:52:47,1m - 10.522s,PASSED
callTestCase,Firefox 43.0,Get the invoice details like Invoice No. Invoice Amount,2017-12-05 10:52:47,2017-12-05 10:53:19,31.365s,PASSED
callTestCase,Firefox 43.0,Check Invoices in Open Entries\r\n,2017-12-05 10:53:19,2017-12-05 10:53:58,39.210s,PASSED
,,,,,,
Test Cases/Parts/CreditCardRegression/TC001_Parts_CreditCard - Iteration 2,Firefox 43.0,"Test Case Objective: To verify credit card invoices with different gateways for parts module.\n\nPrerequisite:\nCredit Card Payment Gateway related setup should be done in the test company for all three Payment Gateways - FreedomPay, GlobalOnePay and JDF.In the 'Payment Gateway Details' (xiext6100m000) session, Business Parameter field should contain B. P. code.\n\nSteps:\n1. 'Create a Parts Sales Order with Mode of Payment - 'Credit Card'.\n2. Add Parts lines.\n3. Pick, Pack and Invoice the Order.\n4. Enter Credit Card details from data file with different Gateways\n5. Click 'Process' in the Credit Card Interface session.\n6. Verify the invoices in 'Open Entries'\n\nExpected Output:\nTwo invoices should get generated in the 'Open Entries' (tfacr2520m000) session - One against Order B.P. and one against Payment Gateway B.P. maintained in the 'Payment Gateway Details' (xiext6100m000) session. Invoice Balance for Invoice against Order B.P. should be $0.\n\nInputs Needed:\n1. BP\n2. Part\n4. Qty\n3. CC Gateway\n4. Card type\n5. CC no. \n6. CVV\n",2017-12-05 10:53:58,2017-12-05 10:57:03,3m - 4.967s,PASSED
callTestCase,Firefox 43.0,Create header with Credit Card\r\n,2017-12-05 10:53:58,2017-12-05 10:54:38,40.322s,PASSED
callTestCase,Firefox 43.0,Add a part line\r\n,2017-12-05 10:54:38,2017-12-05 10:55:05,26.981s,PASSED
callTestCase,Firefox 43.0,"Ship line, Invoice the Order using Credit card\r\n",2017-12-05 10:55:05,2017-12-05 10:55:57,51.908s,PASSED
callTestCase,Firefox 43.0,Get the invoice details like Invoice No. Invoice Amount,2017-12-05 10:55:57,2017-12-05 10:56:25,27.916s,PASSED
callTestCase,Firefox 43.0,Check Invoices in Open Entries\r\n,2017-12-05 10:56:25,2017-12-05 10:57:03,37.798s,PASSED
,,,,,,
Test Cases/Parts/CreditCardRegression/TC001_Parts_CreditCard - Iteration 3,Firefox 43.0,"Test Case Objective: To verify credit card invoices with different gateways for parts module.\n\nPrerequisite:\nCredit Card Payment Gateway related setup should be done in the test company for all three Payment Gateways - FreedomPay, GlobalOnePay and JDF.In the 'Payment Gateway Details' (xiext6100m000) session, Business Parameter field should contain B. P. code.\n\nSteps:\n1. 'Create a Parts Sales Order with Mode of Payment - 'Credit Card'.\n2. Add Parts lines.\n3. Pick, Pack and Invoice the Order.\n4. Enter Credit Card details from data file with different Gateways\n5. Click 'Process' in the Credit Card Interface session.\n6. Verify the invoices in 'Open Entries'\n\nExpected Output:\nTwo invoices should get generated in the 'Open Entries' (tfacr2520m000) session - One against Order B.P. and one against Payment Gateway B.P. maintained in the 'Payment Gateway Details' (xiext6100m000) session. Invoice Balance for Invoice against Order B.P. should be $0.\n\nInputs Needed:\n1. BP\n2. Part\n4. Qty\n3. CC Gateway\n4. Card type\n5. CC no. \n6. CVV\n",2017-12-05 10:57:03,2017-12-05 11:00:53,3m - 50.002s,FAILED
callTestCase,Firefox 43.0,Create header with Credit Card\r\n,2017-12-05 10:57:03,2017-12-05 10:57:46,42.995s,PASSED
callTestCase,Firefox 43.0,Add a part line\r\n,2017-12-05 10:57:46,2017-12-05 10:58:14,28.251s,PASSED
callTestCase,Firefox 43.0,"Ship line, Invoice the Order using Credit card\r\n",2017-12-05 10:58:14,2017-12-05 11:00:53,2m - 38.731s,FAILED
,,,,,,
Test Cases/Parts/CreditCardRegression/TC002_Parts_CreditCard - Iteration 1,Firefox 43.0,,2017-12-05 11:00:53,2017-12-05 11:04:07,3m - 13.983s,INCOMPLETE
callTestCase,Firefox 43.0,Create Part Sales Order header with cc,2017-12-05 11:00:54,2017-12-05 11:01:44,50.192s,PASSED
callTestCase,Firefox 43.0,Add Line\r\n,2017-12-05 11:01:44,2017-12-05 11:02:12,28.459s,PASSED
callTestCase,Firefox 43.0,Invoice through Split Payment two cc and one cash\r\n,2017-12-05 11:02:12,2017-12-05 11:04:07,1m - 54.835s,INCOMPLETE
