Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CC_PartsTestSuite,Firefox 43.0,,2017-12-05 16:48:22,2017-12-05 17:08:06,19m - 44.323s,FAILED
,,,,,,
Test Cases/Parts/CreditCardRegression/TC001_Parts_CreditCard - Iteration 1,Firefox 43.0,"Test Case Objective: To verify credit card invoices with different gateways for parts module.\n\nPrerequisite:\nCredit Card Payment Gateway related setup should be done in the test company for all three Payment Gateways - FreedomPay, GlobalOnePay and JDF.In the 'Payment Gateway Details' (xiext6100m000) session, Business Parameter field should contain B. P. code.\n\nSteps:\n1. 'Create a Parts Sales Order with Mode of Payment - 'Credit Card'.\n2. Add Parts lines.\n3. Pick, Pack and Invoice the Order.\n4. Enter Credit Card details from data file with different Gateways\n5. Click 'Process' in the Credit Card Interface session.\n6. Verify the invoices in 'Open Entries'\n\nExpected Output:\nTwo invoices should get generated in the 'Open Entries' (tfacr2520m000) session - One against Order B.P. and one against Payment Gateway B.P. maintained in the 'Payment Gateway Details' (xiext6100m000) session. Invoice Balance for Invoice against Order B.P. should be $0.\n\nInputs Needed:\n1. BP\n2. Part\n4. Qty\n3. CC Gateway\n4. Card type\n5. CC no. \n6. CVV\n",2017-12-05 16:48:22,2017-12-05 16:52:23,4m - 0.344s,PASSED
callTestCase,Firefox 43.0,Create header with Credit Card\r\n,2017-12-05 16:48:23,2017-12-05 16:49:29,1m - 5.556s,PASSED
callTestCase,Firefox 43.0,Add a part line\r\n,2017-12-05 16:49:29,2017-12-05 16:49:58,28.873s,PASSED
callTestCase,Firefox 43.0,"Ship line, Invoice the Order using Credit card\r\n",2017-12-05 16:49:58,2017-12-05 16:51:02,1m - 3.990s,PASSED
callTestCase,Firefox 43.0,Get the invoice details like Invoice No. Invoice Amount,2017-12-05 16:51:02,2017-12-05 16:51:42,40.233s,PASSED
callTestCase,Firefox 43.0,Check Invoices in Open Entries\r\n,2017-12-05 16:51:42,2017-12-05 16:52:23,40.829s,PASSED
,,,,,,
Test Cases/Parts/CreditCardRegression/TC001_Parts_CreditCard - Iteration 2,Firefox 43.0,"Test Case Objective: To verify credit card invoices with different gateways for parts module.\n\nPrerequisite:\nCredit Card Payment Gateway related setup should be done in the test company for all three Payment Gateways - FreedomPay, GlobalOnePay and JDF.In the 'Payment Gateway Details' (xiext6100m000) session, Business Parameter field should contain B. P. code.\n\nSteps:\n1. 'Create a Parts Sales Order with Mode of Payment - 'Credit Card'.\n2. Add Parts lines.\n3. Pick, Pack and Invoice the Order.\n4. Enter Credit Card details from data file with different Gateways\n5. Click 'Process' in the Credit Card Interface session.\n6. Verify the invoices in 'Open Entries'\n\nExpected Output:\nTwo invoices should get generated in the 'Open Entries' (tfacr2520m000) session - One against Order B.P. and one against Payment Gateway B.P. maintained in the 'Payment Gateway Details' (xiext6100m000) session. Invoice Balance for Invoice against Order B.P. should be $0.\n\nInputs Needed:\n1. BP\n2. Part\n4. Qty\n3. CC Gateway\n4. Card type\n5. CC no. \n6. CVV\n",2017-12-05 16:52:23,2017-12-05 16:55:36,3m - 12.720s,PASSED
callTestCase,Firefox 43.0,Create header with Credit Card\r\n,2017-12-05 16:52:23,2017-12-05 16:53:06,42.684s,PASSED
callTestCase,Firefox 43.0,Add a part line\r\n,2017-12-05 16:53:06,2017-12-05 16:53:34,28.394s,PASSED
callTestCase,Firefox 43.0,"Ship line, Invoice the Order using Credit card\r\n",2017-12-05 16:53:34,2017-12-05 16:54:27,52.603s,PASSED
callTestCase,Firefox 43.0,Get the invoice details like Invoice No. Invoice Amount,2017-12-05 16:54:27,2017-12-05 16:54:57,30.762s,PASSED
callTestCase,Firefox 43.0,Check Invoices in Open Entries\r\n,2017-12-05 16:54:57,2017-12-05 16:55:36,38.238s,PASSED
,,,,,,
Test Cases/Parts/CreditCardRegression/TC001_Parts_CreditCard - Iteration 3,Firefox 43.0,"Test Case Objective: To verify credit card invoices with different gateways for parts module.\n\nPrerequisite:\nCredit Card Payment Gateway related setup should be done in the test company for all three Payment Gateways - FreedomPay, GlobalOnePay and JDF.In the 'Payment Gateway Details' (xiext6100m000) session, Business Parameter field should contain B. P. code.\n\nSteps:\n1. 'Create a Parts Sales Order with Mode of Payment - 'Credit Card'.\n2. Add Parts lines.\n3. Pick, Pack and Invoice the Order.\n4. Enter Credit Card details from data file with different Gateways\n5. Click 'Process' in the Credit Card Interface session.\n6. Verify the invoices in 'Open Entries'\n\nExpected Output:\nTwo invoices should get generated in the 'Open Entries' (tfacr2520m000) session - One against Order B.P. and one against Payment Gateway B.P. maintained in the 'Payment Gateway Details' (xiext6100m000) session. Invoice Balance for Invoice against Order B.P. should be $0.\n\nInputs Needed:\n1. BP\n2. Part\n4. Qty\n3. CC Gateway\n4. Card type\n5. CC no. \n6. CVV\n",2017-12-05 16:55:36,2017-12-05 16:59:33,3m - 57.573s,FAILED
callTestCase,Firefox 43.0,Create header with Credit Card\r\n,2017-12-05 16:55:36,2017-12-05 16:56:25,49.310s,PASSED
callTestCase,Firefox 43.0,Add a part line\r\n,2017-12-05 16:56:25,2017-12-05 16:56:53,28.496s,PASSED
callTestCase,Firefox 43.0,"Ship line, Invoice the Order using Credit card\r\n",2017-12-05 16:56:53,2017-12-05 16:59:33,2m - 39.750s,FAILED
,,,,,,
Test Cases/Parts/CreditCardRegression/TC002_Parts_CreditCard - Iteration 1,Firefox 43.0,,2017-12-05 16:59:33,2017-12-05 17:03:48,4m - 14.915s,PASSED
callTestCase,Firefox 43.0,Create Part Sales Order header with cc,2017-12-05 16:59:34,2017-12-05 17:00:18,44.645s,PASSED
callTestCase,Firefox 43.0,Add Line\r\n,2017-12-05 17:00:18,2017-12-05 17:00:46,28.018s,PASSED
callTestCase,Firefox 43.0,Invoice through Split Payment two cc and one cash\r\n,2017-12-05 17:00:46,2017-12-05 17:02:38,1m - 51.563s,PASSED
callTestCase,Firefox 43.0,Get Invoice Details\r\n,2017-12-05 17:02:38,2017-12-05 17:03:10,31.745s,PASSED
callTestCase,Firefox 43.0,Check invoices in Open Entries,2017-12-05 17:03:10,2017-12-05 17:03:48,38.597s,PASSED
,,,,,,
Test Cases/Parts/CreditCardRegression/TC002_Parts_CreditCard - Iteration 2,Firefox 43.0,,2017-12-05 17:03:48,2017-12-05 17:08:03,4m - 14.451s,FAILED
callTestCase,Firefox 43.0,Create Part Sales Order header with cc,2017-12-05 17:03:48,2017-12-05 17:04:30,41.235s,PASSED
callTestCase,Firefox 43.0,Add Line\r\n,2017-12-05 17:04:30,2017-12-05 17:05:03,33.857s,PASSED
callTestCase,Firefox 43.0,Invoice through Split Payment two cc and one cash\r\n,2017-12-05 17:05:03,2017-12-05 17:08:03,2m - 59.317s,FAILED
