Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CC_PartsTestSuite,Firefox 43.0,,2017-10-25 14:05:54,2017-10-25 14:13:20,7m - 26.201s,FAILED
,,,,,,
Test Cases/Parts/CreditCardRegression/TC001_Parts_CreditCard - Iteration 1,Firefox 43.0,,2017-10-25 14:05:54,2017-10-25 14:08:06,2m - 11.929s,PASSED
callTestCase,Firefox 43.0,,2017-10-25 14:05:55,2017-10-25 14:06:31,35.604s,PASSED
callTestCase,Firefox 43.0,,2017-10-25 14:06:31,2017-10-25 14:06:58,27.116s,PASSED
callTestCase,Firefox 43.0,,2017-10-25 14:06:58,2017-10-25 14:07:43,44.936s,PASSED
callTestCase,Firefox 43.0,,2017-10-25 14:07:43,2017-10-25 14:08:06,23.405s,PASSED
,,,,,,
Test Cases/Parts/CreditCardRegression/TC001_Parts_CreditCard - Iteration 2,Firefox 43.0,,2017-10-25 14:08:06,2017-10-25 14:10:10,2m - 3.898s,PASSED
callTestCase,Firefox 43.0,,2017-10-25 14:08:06,2017-10-25 14:08:39,33.013s,PASSED
callTestCase,Firefox 43.0,,2017-10-25 14:08:39,2017-10-25 14:09:06,27.013s,PASSED
callTestCase,Firefox 43.0,,2017-10-25 14:09:06,2017-10-25 14:09:48,41.812s,PASSED
callTestCase,Firefox 43.0,,2017-10-25 14:09:48,2017-10-25 14:10:10,22.040s,PASSED
,,,,,,
Test Cases/Parts/CreditCardRegression/TC001_Parts_CreditCard - Iteration 3,Firefox 43.0,,2017-10-25 14:10:10,2017-10-25 14:13:19,3m - 8.252s,FAILED
callTestCase,Firefox 43.0,,2017-10-25 14:10:10,2017-10-25 14:10:45,35.101s,PASSED
callTestCase,Firefox 43.0,,2017-10-25 14:10:45,2017-10-25 14:11:12,26.842s,PASSED
callTestCase,Firefox 43.0,,2017-10-25 14:11:12,2017-10-25 14:13:19,2m - 6.296s,FAILED
