Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CC_EquipmentTestSuite,Firefox 43.0,,2017-12-06 14:33:45,2017-12-06 14:40:19,6m - 34.000s,PASSED
,,,,,,
Test Cases/Equipment/CreditCardRegression/TC002_EquipmentSalesAgreement_Split,Firefox 43.0,Objective: Equipment Credit Card Split Tender Invoicing \n\nSteps:\n1. 'Book a Equipment Agreement with Mode of Payment - 'Credit Card'.\n2. Add Unit\n3. Deliver the Unit\n4. Invoice the Order with Split tender:  two Credit Cards and one cash\n\nExpected Result:\nThree invoices should get generated in the 'Open Entries' (tfacr2520m000) session - One against Order B.P. and two against Payment Gateway B.P. maintained in the 'Payment Gateway Details' (xiext6100m000) session. Invoice Amount of Invoice against Order B.P. should be invoice amt of order and Invoice Balance should be equal to cash\n,2017-12-06 14:33:46,2017-12-06 14:40:19,6m - 33.275s,PASSED
callTestCase,Firefox 43.0,Create Unit through Purchase Order\r\n,2017-12-06 14:33:47,2017-12-06 14:35:26,1m - 39.034s,PASSED
callTestCase,Firefox 43.0,Create Sales Agreement Header,2017-12-06 14:35:26,2017-12-06 14:36:10,44.165s,PASSED
callTestCase,Firefox 43.0,Add Line to Agreement,2017-12-06 14:36:10,2017-12-06 14:36:26,15.300s,PASSED
callTestCase,Firefox 43.0,Deliver the Unit\r\n,2017-12-06 14:36:26,2017-12-06 14:37:15,49.516s,PASSED
callTestCase,Firefox 43.0,Invoice th Agreement with Split Payment: 2 CC's and remaining Cash,2017-12-06 14:37:15,2017-12-06 14:39:02,1m - 46.717s,PASSED
callTestCase,Firefox 43.0,Get The Invoice details\r\n,2017-12-06 14:39:02,2017-12-06 14:39:38,36.148s,PASSED
callTestCase,Firefox 43.0,Check invoices in open Entries,2017-12-06 14:39:38,2017-12-06 14:40:19,41.363s,PASSED
