Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CC_PartsTestSuite,Firefox 43.0,,2017-10-27 11:41:54,2017-10-27 11:53:03,11m - 8.903s,FAILED
,,,,,,
Test Cases/Parts/CreditCardRegression/TC001_Parts_CreditCard - Iteration 1,Firefox 43.0,,2017-10-27 11:41:55,2017-10-27 11:46:22,4m - 27.460s,PASSED
callTestCase,Firefox 43.0,,2017-10-27 11:41:57,2017-10-27 11:43:28,1m - 31.199s,PASSED
callTestCase,Firefox 43.0,,2017-10-27 11:43:28,2017-10-27 11:44:04,36.160s,PASSED
callTestCase,Firefox 43.0,,2017-10-27 11:44:04,2017-10-27 11:44:58,54.154s,PASSED
callTestCase,Firefox 43.0,,2017-10-27 11:44:58,2017-10-27 11:45:42,43.769s,PASSED
callTestCase,Firefox 43.0,,2017-10-27 11:45:42,2017-10-27 11:46:22,40.043s,PASSED
,,,,,,
Test Cases/Parts/CreditCardRegression/TC001_Parts_CreditCard - Iteration 2,Firefox 43.0,,2017-10-27 11:46:22,2017-10-27 11:49:40,3m - 17.483s,PASSED
callTestCase,Firefox 43.0,,2017-10-27 11:46:23,2017-10-27 11:47:09,46.062s,PASSED
callTestCase,Firefox 43.0,,2017-10-27 11:47:09,2017-10-27 11:47:38,29.641s,PASSED
callTestCase,Firefox 43.0,,2017-10-27 11:47:38,2017-10-27 11:48:25,46.548s,PASSED
callTestCase,Firefox 43.0,,2017-10-27 11:48:25,2017-10-27 11:48:53,28.530s,PASSED
callTestCase,Firefox 43.0,,2017-10-27 11:48:53,2017-10-27 11:49:40,46.446s,PASSED
,,,,,,
Test Cases/Parts/CreditCardRegression/TC001_Parts_CreditCard - Iteration 3,Firefox 43.0,,2017-10-27 11:49:40,2017-10-27 11:52:59,3m - 18.890s,FAILED
callTestCase,Firefox 43.0,,2017-10-27 11:49:40,2017-10-27 11:50:26,46.547s,PASSED
callTestCase,Firefox 43.0,,2017-10-27 11:50:26,2017-10-27 11:50:55,28.442s,PASSED
callTestCase,Firefox 43.0,,2017-10-27 11:50:55,2017-10-27 11:52:59,2m - 3.881s,FAILED
